Date,Open,High,Low,Close,Volume
2017-01-03,79.15205716604254,79.53268831275855,77.91956063881945,79.05237579345703,20550700
2017-01-04,79.24373267573759,79.44421241475874,78.73342566907397,79.19817352294922,15266600
2017-01-05,79.10705347308587,79.38043624148736,77.69459437611182,78.46916961669922,14300800
2017-01-06,78.72431037404836,78.93390472277204,78.3142432404556,78.478271484375,12893300
2017-01-09,78.12287659994372,79.07058759931292,77.93150452540526,78.53294372558594,12806600
2017-01-10,78.43269337924887,79.18904610784361,78.11375155165183,78.76074981689453,13989000
2017-01-11,78.76075619179703,79.35308074951172,78.28690071707184,79.35308074951172,14713100
2017-01-12,79.06147840971818,79.52621928913831,78.38713623728488,78.58761596679688,21337400
2017-01-13,79.38043570008938,80.34637609100477,78.4600544686551,79.0068130493164,28296000
2017-01-17,77.39385958549174,77.65812768928708,75.890268558165,76.13631439208984,30024600
2017-01-18,76.20921712661621,76.75598260457691,75.66245860106737,76.49171447753906,21270100
2017-01-19,76.60105819142139,77.15693130119364,75.7444724266603,75.90850067138672,16555600
2017-01-20,76.02696449024452,76.39147248128852,75.89938773624087,76.24566650390625,18436800
2017-01-23,75.90851168409759,76.54639553257067,75.8264940736296,76.2821273803711,12179200
2017-01-24,76.47347584758158,77.45764524396591,76.14541938212015,77.2024917602539,15175300
2017-01-25,78.22312024679701,78.52383988814746,77.61257330399141,78.3962631225586,17551000
2017-01-26,78.32335974869079,79.23462632844246,78.32335974869079,79.05237579345703,15962800
2017-01-27,78.9703536354568,79.26195862040507,78.6149533249027,79.21639251708984,12535400
2017-01-30,78.54206911318147,78.8245595294979,77.74926468209728,78.3962631225586,13661900
2017-01-31,78.00439760513869,78.5055968749766,76.62838347991952,77.12046813964844,15655100
2017-02-01,77.9497219729488,78.46002888820146,77.16603238029062,77.41207122802734,15430900
2017-02-02,76.85620591877155,77.37563444838464,76.69218463878128,77.08402252197266,11081400
2017-02-03,78.54206197751039,79.56267600949688,78.25045697516971,79.4442138671875,17885200
2017-02-06,79.0888163806343,79.69024862504844,78.92478814081021,79.07058715820312,11828400
2017-02-07,79.40776997147043,79.64470123117312,78.80633763827112,79.02503967285156,9392800
2017-02-08,78.53294586434168,78.65140800438618,77.79482223711919,78.33246612548828,13970900
2017-02-09,78.33247191380981,79.58090959193288,78.33247191380981,79.46244049072266,13749100
2017-02-10,79.71760051536853,79.71760051536853,79.17994963789182,79.28018951416016,10992500
2017-02-13,79.68114947104516,80.86579181629688,79.67203485885672,80.3281478881836,18739100
2017-02-14,80.46482359582043,81.74059095734374,80.29168076000911,81.6130142211914,17932100
2017-02-15,82.08688720794896,82.80678857039224,81.42165961021401,82.55162811279297,17381800
2017-02-16,82.37847087307198,82.96168072029576,81.80436868266654,82.49693298339844,17672700
2017-02-17,81.84995680434133,82.44228142020313,81.73149466213363,82.22357940673828,15776600
2017-02-21,82.47873107869727,83.06194106989683,82.43316497371764,82.93436431884766,14068300
2017-02-22,82.487819555585,83.19861308495335,82.396694319228,82.97990417480469,11839000
2017-02-23,83.08929017173956,83.23508921477615,82.48785086913075,83.0437240600586,11067000
2017-02-24,82.17802114579504,82.50607767351576,81.76795396235029,82.31471252441406,15062300
2017-02-27,82.30559051148722,82.67921311595805,82.03220777882996,82.40583038330078,12361000
2017-02-28,81.87728520726849,82.76121473367559,81.64035399497945,82.57896423339844,15183500
2017-03-01,84.5564092242107,85.640818453875,84.39238099579434,85.2945327758789,24451400
2017-03-02,85.54059019809719,85.586149352364,83.86385619657247,83.96409606933594,16862500
2017-03-03,83.9640745285568,84.8480039330219,83.9640745285568,84.56551361083984,12817500
2017-03-06,84.06432278166137,84.12811114957813,83.01636506381978,83.76360321044922,15059200
2017-03-07,83.50846130251145,83.91852844555834,83.11661643035951,83.29887390136719,11156800
2017-03-08,84.45616263656552,84.61107624205849,83.01636018544087,83.1166000366211,17378400
2017-03-09,83.47201614487734,83.96410092533596,83.06194897070125,83.4446792602539,13726200
2017-03-10,83.79094386158376,83.83650996318032,82.49694722420897,83.1803970336914,13729900
2017-03-13,83.20772979909417,83.63602610424316,82.86145108228102,83.2532958984375,10004300
2017-03-14,82.94345862167891,83.51756086136511,82.71564203828862,83.38998413085938,10237700
2017-03-15,83.65425772981962,84.3377075251534,83.04370396215586,83.59046936035156,16601400
2017-03-16,83.86386203705543,84.57464885530692,83.44468024558435,83.50846862792969,14492000
2017-03-17,83.6816019391244,83.8729670642907,82.60630722218178,82.6336441040039,21734700
2017-03-20,82.26001516148946,83.0801563148884,81.82261118128397,82.04131317138672,14623600
2017-03-21,82.3420525813481,82.59720612331184,79.33486994554671,79.63558959960938,33089200
2017-03-22,79.17995066466706,80.25524548115249,78.3780385965335,79.7631607055664,21741000
2017-03-23,79.47156132943088,80.6470961069746,79.36220683184104,79.63558959960938,16090100
2017-03-24,80.00008207523497,80.27345783740576,79.07058640758504,79.54444885253906,16093200
2017-03-27,77.94062125522592,79.6446920829793,77.66724548150408,79.49888610839844,16689300
2017-03-28,79.29840231651067,81.12093519115034,79.26195777713971,80.73820495605469,16264400
2017-03-29,80.73819667386256,80.93867638189333,80.26434123412565,80.4374771118164,10207600
2017-03-30,80.37370539790396,81.52190317570599,80.3008093591258,81.13005828857422,11631000
2017-03-31,80.83845873669254,80.8657956221324,79.96364364055545,80.045654296875,16987600
2017-04-03,80.1823399602253,80.34636821358309,78.9156800407893,79.75404357910156,19831800
2017-04-04,79.63489943533337,80.34977024653502,79.47909569286305,80.01982879638672,14280800
2017-04-05,81.50389430632454,81.6145105851804,79.3930144550956,79.44832611083984,17635500
2017-04-06,79.2547542158079,80.11201105146246,78.5818508153474,79.71564483642578,14379600
2017-04-07,79.20864927117184,80.01981409786833,79.00585630633981,79.43909454345703,13097100
2017-04-10,79.34691230442569,79.909199292177,78.72010092624214,79.16255187988281,15081600
2017-04-11,78.8491589558806,79.0796042391164,78.16704288663954,79.02429962158203,14690500
2017-04-12,79.20865857100412,79.22709110059319,78.37905408684784,78.7201156616211,14730600
2017-04-13,78.81230555326803,80.18575779786595,77.79834747314453,77.79834747314453,30529800
2017-04-17,77.8351994000023,79.34691986208713,77.77067500342422,79.14412689208984,19071700
2017-04-18,78.68324717265469,78.93212501298127,78.11174027237097,78.49889373779297,14127000
2017-04-19,78.81228324403014,79.1994296142394,77.76145336338693,77.85363006591797,17588500
2017-04-20,78.33296818464014,79.07038891295701,77.9366019938406,78.85838317871094,15635800
2017-04-21,78.8122918378925,78.97821273359337,77.89973042785398,77.90894317626953,19820600
2017-04-24,79.78016396330403,81.16283573367234,79.66032790898745,80.65585327148438,25468300
2017-04-25,81.62373220035467,82.15835997858746,81.35641479492188,81.35641479492188,18253800
2017-04-26,81.43937074253402,82.0846218269053,81.24579752701246,81.51311492919922,12832200
2017-04-27,81.4578035749743,81.4578035749743,80.20418063577905,80.75724792480469,13329000
2017-04-28,80.74802115964422,80.97846642952484,80.1488620514283,80.19495391845703,10755600
2017-05-01,80.52681185067962,80.87708619953463,79.78938402583094,80.25027465820312,15712300
2017-05-02,79.92763537473404,80.08433646809463,79.29160418886507,79.73406219482422,14414200
2017-05-03,79.32847745326379,80.28713061988297,79.2916053661671,80.19495391845703,11540500
2017-05-04,80.83098676820175,80.86785885605313,79.79858940625832,80.2871322631836,11540100
2017-05-05,80.42539918833765,80.50835610983154,79.66031920450241,80.19495391845703,9436000
2017-05-08,80.23182764772237,80.4899252300503,79.87233358196106,80.2871322631836,8162200
2017-05-09,80.43461837285395,80.96924605021945,79.73406278846588,79.96450805664062,10273900
2017-05-10,79.76171943544297,80.63741572173457,79.70641481851385,80.59132385253906,8334900
2017-05-11,80.27790632088045,80.63740739167788,79.59579032956886,80.34243774414062,10907400
2017-05-12,79.89999031358714,80.24105187062246,79.58658106581349,80.1212158203125,8738800
2017-05-15,80.28712870234678,80.64662275216406,80.06590321768185,80.50835418701172,8835600
2017-05-16,80.52680263499133,81.19969894297235,80.50836307353227,80.75724792480469,9795000
2017-05-17,80.75722633194847,80.75722633194847,77.40194437201134,77.67847442626953,24679700
2017-05-18,77.49415010209539,78.16705351499652,76.83968625263421,77.39275360107422,23350100
2017-05-19,77.62318279051978,78.66479286424583,77.5678781769544,78.14859771728516,13412900
2017-05-22,78.51730998735466,78.61870646529349,77.62318124514766,78.0748519897461,11636000
2017-05-23,78.12095521333792,79.33770609287754,77.89972969868498,79.05195617675781,11753000
2017-05-24,79.16258341198903,79.24554739423739,78.57264388372886,79.0058822631836,9833800
2017-05-25,79.26395054000443,79.34691449149327,78.42513344126486,78.67401123046875,12238500
2017-05-26,78.4527822866713,78.86758092792307,78.36981833884235,78.6832275390625,8113500
2017-05-30,78.47122737573308,78.4896669371499,77.22682422011809,77.33744049072266,12603200
2017-05-31,77.1807352970426,77.26369222113144,75.25420912360913,75.72431945800781,28327900
2017-06-01,76.0100735798839,76.58158043060739,75.2634330910189,76.56314086914062,17123500
2017-06-02,75.85335767782773,76.49860155068791,75.56760782450833,76.17597961425781,14998500
2017-06-05,76.17600142643214,76.9779536403008,76.1206968022456,76.31427001953125,9080200
2017-06-06,75.8533859840514,76.7106428965431,75.70589759657037,76.47097778320312,12196800
2017-06-07,76.79358250375331,77.53101020941624,76.60000931335894,77.3466567993164,13711100
2017-06-08,77.34665174255943,79.02429298226181,77.32821218317589,78.3052978515625,17951000
2017-06-09,78.8215088175627,80.24105264530004,78.71089254681605,80.15808868408203,19120200
2017-06-12,80.15809699670586,80.87708524953986,80.09357259023699,80.1765365600586,16053400
2017-06-13,80.70195231707257,80.97848247614736,80.17653727893425,80.44384765625,12557200
2017-06-14,79.9829462716549,80.48070893022611,79.10725700336953,80.27791595458984,16175700
2017-06-15,79.50360673304425,80.26868660740806,79.4943869544314,79.79857635498047,12509700
2017-06-16,80.05668618534976,80.15808266776578,79.29160619353134,79.43909454345703,16936600
2017-06-19,80.1673164454908,81.32876278974055,80.05670016373226,81.1812744140625,15972300
2017-06-20,80.88629865471768,81.04299976769848,80.53602433759016,80.67428588867188,11197800
2017-06-21,80.63742959247446,80.70195400086813,79.97374594463493,80.30558776855469,10005900
2017-06-22,80.130444857066,80.52681107841015,79.87234723063405,80.2134017944336,12180600
2017-06-23,80.80334576366941,81.11674800529893,79.83547266191675,80.06591796875,18812000
2017-06-26,80.2041701416702,80.8125419702079,79.844676099209,80.41617584228516,10082400
2017-06-27,80.84943251520974,81.9832265459691,80.65585929681333,81.162841796875,15415200
2017-06-28,81.66981361845421,83.02483311937205,81.66981361845421,82.79438781738281,17466200
2017-06-29,85.1172700369726,85.40302698244948,83.24605538325017,84.02035522460938,27697800
2017-06-30,84.76699629572902,84.80386838676957,84.02957557281474,84.25080108642578,16892700
2017-07-03,84.86252143724528,86.64208169899582,84.72349936870803,85.9654769897461,13208100
2017-07-05,86.3084114235589,86.9294002112819,85.83571519393718,86.82744598388672,17535400
2017-07-06,86.69769233815516,87.59673944716792,86.0859669385447,86.54939270019531,16596100
2017-07-07,87.0869701045441,87.28160807995542,86.41037243830226,86.98501586914062,12817800
2017-07-10,86.66062036415437,86.82745392685246,86.2806078324969,86.37329864501953,13987200
2017-07-11,86.5030451581173,86.5030451581173,85.52984833372653,86.03961944580078,13262300
2017-07-12,85.83571809865717,86.0396265603479,85.33521743941151,85.74303436279297,13540100
